Gene ID	UniProtID	Protein length	Housekeeping?
ENSG00000156384	Q86XK3	245	0
ENSG00000124602	Q8IV45	518	0
ENSG00000276040	Q8IWB4	1347	0
ENSG00000174099	Q8IXL7	192	0
ENSG00000185262	Q8IYN6	164	0
ENSG00000272514	Q8IYR0	622	0
ENSG00000105229	Q8N2W9	510	1
ENSG00000068784	Q8N5C6	995	0
ENSG00000182359	Q8NAB2	612	0
ENSG00000180532	Q8NAM6	433	0
ENSG00000090905	Q8NDV7	1962	0
ENSG00000184022	Q8NGZ9	312	0
ENSG00000144744	Q8TBC4	463	0
ENSG00000138600	Q8TCT8	520	0
ENSG00000154265	Q8WWZ7	1642	0
ENSG00000167378	Q8WZA9	623	0
ENSG00000112367	Q92562	907	0
ENSG00000146858	Q96H79	300	0
ENSG00000109881	Q96HJ3	373	0
ENSG00000157303	Q96L08	255	0
ENSG00000105784	Q96NL0	473	0
ENSG00000153896	Q96NL3	588	0
ENSG00000163029	Q96SB8	1091	0
ENSG00000142945	Q99661	725	0
ENSG00000139579	Q9BQ15	211	0
ENSG00000126254	Q9BTD8	480	1
ENSG00000120008	Q9BZH6	1224	0
ENSG00000198797	Q9C0B6	783	0
ENSG00000105982	Q9H0A6	362	0
ENSG00000113966	Q9H0F7	186	0
ENSG00000236967	Q9H2S5	420	0
ENSG00000175573	Q9H3H3	292	1
ENSG00000077147	Q9HD45	589	1
ENSG00000280584	Q9NPH6	170	0
ENSG00000113845	Q9NPL8	285	0
ENSG00000111877	Q9NXL9	1143	0
ENSG00000197885	Q9NYS0	192	0
ENSG00000150316	Q9P013	229	0
ENSG00000171421	Q9P0J6	103	1
ENSG00000130349	Q9P0P8	240	0
ENSG00000214517	Q9Y570	386	0
ENSG00000154589	Q9Y6Y9	160	0
ENSG00000287363	X6R8D5	127	0
ENSG00000286224	A0A494C0I6	67	0
ENSG00000162620	A6PVS8	624	0
ENSG00000203499	A8MXQ7	560	0
ENSG00000189143	O14493	209	0
ENSG00000067113	O14494	284	0
ENSG00000182185	O15315	384	0
ENSG00000106636	O15498	198	1
ENSG00000129250	O43896	1103	0
ENSG00000136273	O60921	280	0
ENSG00000132361	O75153	1309	0
ENSG00000135801	O75529	589	0
ENSG00000154174	O94826	608	1
ENSG00000177479	O95376	493	1
ENSG00000071054	O95819	1239	0
ENSG00000160282	O95954	541	0
ENSG00000257017	P00738	406	0
ENSG00000164266	P00995	79	0
ENSG00000224383	P0C7W0	189	0
ENSG00000111049	P13349	255	0
ENSG00000111405	P21128	410	0
ENSG00000158104	P32754	393	0
ENSG00000072310	P36956	1147	0
ENSG00000090534	P40225	353	0
ENSG00000136352	P43699	371	0
ENSG00000178531	P60606	82	0
ENSG00000204628	P63244	317	1
ENSG00000285376	P81534	67	0
ENSG00000170848	Q00889	435	0
ENSG00000164164	Q01804	1114	1
ENSG00000130294	Q12756	1690	0
ENSG00000162992	Q13562	356	0
ENSG00000135740	Q14940	896	0
ENSG00000284039	Q14952	304	0
ENSG00000066044	Q15717	326	1
ENSG00000178295	Q17RS7	908	0
ENSG00000134490	Q24JQ0	296	0
ENSG00000205238	Q495Y8	402	0
ENSG00000204131	Q5HYW2	1225	0
ENSG00000196550	Q5TYM5	149	0
ENSG00000100796	Q6IN85	833	0
ENSG00000166435	Q6P2D8	792	0
ENSG00000140474	Q6PHR2	472	0
ENSG00000182489	Q6PP77	449	0
ENSG00000113763	Q6ZN44	842	0
ENSG00000109111	Q7KZ85	1726	1
ENSG00000185873	Q86T26	416	0
ENSG00000187231	Q86VW0	696	0
ENSG00000227345	Q86W56	976	0
ENSG00000164287	Q86Y33	519	0
ENSG00000162493	Q86YL7	162	0
ENSG00000136682	Q8IUF1	395	0
ENSG00000156502	Q8IYB8	786	0
ENSG00000165487	Q8IYU8	434	0
ENSG00000000457	Q8IZE3	742	0
ENSG00000064687	Q8IZY2	2146	0
ENSG00000142556	Q8N883	585	0
ENSG00000137968	Q8NCS7	719	0
ENSG00000244234	Q8NEA9	526	0
ENSG00000165533	Q8TAM2	541	0
ENSG00000102181	Q8TCZ2	262	0
ENSG00000151338	Q8TD10	442	0
ENSG00000158683	Q8TDX9	2849	0
ENSG00000277926	Q8WWR8	484	0
ENSG00000250479	Q8WYQ3	142	0
ENSG00000205560	Q92523	772	0
ENSG00000176095	Q92551	441	0
ENSG00000142538	Q96A98	100	0
ENSG00000114120	Q96CQ1	311	0
ENSG00000126216	Q96CW5	907	0
ENSG00000167770	Q96FW1	271	1
ENSG00000114544	Q96GZ6	507	1
ENSG00000278693	Q96Q27	635	0
ENSG00000157570	Q96SJ8	248	0
ENSG00000104499	Q99445	158	0
ENSG00000183734	Q99929	193	0
ENSG00000131059	Q9BQP9	254	0
ENSG00000170145	Q9H0K1	926	0
ENSG00000132840	Q9H2M3	363	0
ENSG00000142330	Q9HC96	672	0
ENSG00000132122	Q9NWH7	488	0
ENSG00000276072	Q9NY61	560	0
ENSG00000118246	Q9NYY8	710	0
ENSG00000168702	Q9NZR2	4599	0
ENSG00000144366	Q9UBP9	304	0
ENSG00000119139	Q9UDY2	1190	0
ENSG00000119203	Q9UKF6	684	0
ENSG00000153317	Q9ULH1	1129	0
ENSG00000106852	Q9UPM6	363	0
ENSG00000165416	Q9Y2Z0	365	1
ENSG00000276547	Q9Y5G0	923	0
ENSG00000184389	U3KPV4	340	0
ENSG00000269825	A0A7P0TAN4	641	0
ENSG00000203697	A6NHC0	703	0
ENSG00000165996	B0YJ81	288	0
ENSG00000256797	D3W0D1	207	0
ENSG00000010244	O43670	478	0
ENSG00000150687	O95084	383	0
ENSG00000248144	P00326	375	0
ENSG00000163586	P07148	127	0
ENSG00000142515	P07288	261	0
ENSG00000114349	P11488	350	0
ENSG00000167658	P13639	858	1
ENSG00000184486	P20265	443	0
ENSG00000203785	P22531	72	0
ENSG00000030582	P28799	593	1
ENSG00000164867	P29474	1203	0
ENSG00000124469	P31997	349	0
ENSG00000152402	P33402	732	0
ENSG00000075340	P35612	726	0
ENSG00000132740	P38935	993	0
ENSG00000244038	P39656	456	0
ENSG00000080166	P40126	519	0
ENSG00000065833	P48163	572	0
ENSG00000172534	P51610	2035	1
ENSG00000126803	P54652	639	0
ENSG00000163794	P55089	124	0
ENSG00000185437	P55822	239	0
ENSG00000198242	P62750	156	1
ENSG00000148688	P78346	268	0
ENSG00000157483	Q12965	1108	0
ENSG00000115290	Q14449	540	0
ENSG00000181562	Q14507	147	0
ENSG00000169925	Q15059	726	1
ENSG00000166974	Q15555	327	0
ENSG00000129596	Q16878	200	0
ENSG00000159708	Q1X8D7	754	0
ENSG00000165084	Q49A92	538	0
ENSG00000188026	Q5EBL4	403	0
ENSG00000221947	Q5GH70	373	0
ENSG00000268940	Q5HYN5	189	0
ENSG00000124608	Q5JTZ9	985	0
ENSG00000121931	Q5T3J3	769	0
ENSG00000143028	Q5VXT5	272	0
ENSG00000206531	Q6Q8B3	271	0
ENSG00000175877	Q6UE05	265	0
ENSG00000149090	Q6UXH9	720	0
ENSG00000130653	Q6ZV29	1317	0
ENSG00000170537	Q7Z402	723	0
ENSG00000186451	Q7Z6I5	190	0
ENSG00000154175	Q7Z7G0	1068	0
ENSG00000186907	Q86UN3	420	0
ENSG00000102780	Q86XP1	1220	0
ENSG00000050767	Q86Y22	540	0
ENSG00000155846	Q86YN6	1023	0
ENSG00000188215	Q8IWE4	304	0
ENSG00000151322	Q8IXF0	933	0
ENSG00000198756	Q8IYK4	626	0
ENSG00000169174	Q8NBP7	692	0
ENSG00000180383	Q8NES8	71	0
ENSG00000172208	Q8NGF9	303	0
ENSG00000160813	Q8TAP8	253	0
ENSG00000146373	Q8TC41	542	0
ENSG00000163507	Q8TCG1	905	0
ENSG00000169247	Q8TF17	1288	0
ENSG00000126870	Q8WVS4	1066	0
ENSG00000085999	Q92698	747	0
ENSG00000167968	Q92874	299	0
ENSG00000213445	Q96FS4	1042	0
ENSG00000164758	Q96HR3	178	0
ENSG00000285084	Q96KT7	338	0
ENSG00000178338	Q96LW1	612	0
ENSG00000152076	Q96LY2	380	0
ENSG00000227460	Q96PV0	1343	0
ENSG00000132256	Q9C035	493	0
ENSG00000130348	Q9H0R6	528	0
ENSG00000186918	Q9H8N7	513	1
ENSG00000164331	Q9H9E1	313	0
ENSG00000114654	Q9HA90	598	0
ENSG00000083067	Q9HCF6	1732	0
ENSG00000183955	Q9NQR1	393	0
ENSG00000084090	Q9NQZ5	370	0
ENSG00000105550	Q9NSA1	209	0
ENSG00000116922	Q9NX04	203	0
ENSG00000139832	Q9NX57	234	0
ENSG00000066654	Q9NXG2	353	0
ENSG00000103056	Q9NY59	655	0
ENSG00000123545	Q9P032	175	0
ENSG00000182050	Q9UBM8	478	0
ENSG00000169188	Q9UBZ4	518	0
ENSG00000278767	Q9UK55	444	0
ENSG00000102098	Q9UQR0	700	0
ENSG00000113396	Q9Y2P4	619	0
ENSG00000102743	Q9Y619	301	0
ENSG00000125285	Q9Y651	276	0
ENSG00000113504	Q9Y666	1083	0
ENSG00000284643	A0A286YFB4	120	0
ENSG00000139767	A7MD48	611	0
ENSG00000169689	A8MT69	81	0
ENSG00000170873	O43312	755	0
ENSG00000115935	O43516	503	0
ENSG00000138101	O60941	627	0
ENSG00000145824	O95715	111	0
ENSG00000115718	P04070	461	0
ENSG00000130649	P05181	493	0
ENSG00000105388	P06731	702	0
ENSG00000085563	P08183	1280	0
ENSG00000233803	P0CV99	314	0
ENSG00000173432	P0DJI8	122	0
ENSG00000204389	P0DMV8	641	0
ENSG00000227801	P13942	1736	0
ENSG00000145386	P20248	432	0
ENSG00000158402	P30307	473	0
ENSG00000110148	P32239	447	0
ENSG00000163754	P46976	350	0
ENSG00000254550	P47874	163	0
ENSG00000001084	P48506	637	0
ENSG00000138835	P49796	1198	0
ENSG00000157227	P50281	582	0
ENSG00000114416	P51114	621	0
ENSG00000163541	P53597	346	0
ENSG00000153071	P98082	770	0
ENSG00000025156	Q03933	536	0
ENSG00000284916	Q06323	249	0
ENSG00000134278	Q08AE8	756	0
ENSG00000162614	Q0ZGT2	675	0
ENSG00000130177	Q13042	620	1
ENSG00000136436	Q13137	446	1
ENSG00000103024	Q13232	169	0
ENSG00000134697	Q13823	731	1
ENSG00000280627	Q15526	300	0
ENSG00000171503	Q16134	617	0
ENSG00000165030	Q16649	462	0
ENSG00000122507	Q3SYG4	887	0
ENSG00000177721	Q3ZCQ2	193	0
ENSG00000205678	Q5HYJ1	363	0
ENSG00000117501	Q5TGP6	573	0
ENSG00000181220	Q6NUN9	644	0
ENSG00000185220	Q6P3X8	592	0
ENSG00000164983	Q6PI78	240	0
ENSG00000189299	Q6PJQ5	311	0
ENSG00000206052	Q6PKX4	331	0
ENSG00000169181	Q6UXU4	331	0
ENSG00000203995	Q6WRX3	759	0
ENSG00000197980	Q6ZMV7	132	0
ENSG00000166359	Q6ZMY6	472	0
ENSG00000141627	Q7RTS9	669	0
ENSG00000167371	Q7Z6L0	340	0
ENSG00000271605	Q7Z6M3	343	0
ENSG00000184351	Q8IUB9	90	0
ENSG00000169607	Q8IYA6	745	0
ENSG00000172057	Q8N138	153	0
ENSG00000163440	Q8N4E4	241	0
ENSG00000179213	Q8N7X8	197	0
ENSG00000146453	Q8NA58	520	0
ENSG00000162782	Q8NAT2	981	0
ENSG00000189164	Q8NB42	609	0
ENSG00000165246	Q8NFZ3	816	0
ENSG00000196099	Q8NGM8	313	0
ENSG00000105643	Q8TBH0	407	0
ENSG00000182782	Q8TDS4	363	0
ENSG00000148498	Q8TEW0	1356	0
ENSG00000143942	Q8WUX2	184	0
ENSG00000172987	Q8WWQ2	592	0
ENSG00000198689	Q92581	701	0
ENSG00000156313	Q92834	1020	0
ENSG00000135002	Q969G6	155	0
ENSG00000147010	Q96B97	665	0
ENSG00000089351	Q96CP6	724	0
ENSG00000167700	Q96ES6	412	0
ENSG00000136758	Q96TA2	773	1
ENSG00000119431	Q9BSH5	251	0
ENSG00000280789	Q9BTK6	254	0
ENSG00000126243	Q9BTN0	628	0
ENSG00000166126	Q9BXJ7	453	0
ENSG00000167644	Q9GZP8	106	0
ENSG00000120616	Q9H2F5	836	0
ENSG00000156639	Q9H8U3	227	1
ENSG00000152315	Q9HB14	408	0
ENSG00000132464	Q9NRM1	1142	0
ENSG00000122435	Q9NUP7	481	0
ENSG00000104613	Q9NVR2	710	1
ENSG00000172071	Q9NZJ5	1116	0
ENSG00000019169	Q9UEW3	520	0
ENSG00000174469	Q9UHC6	1331	0
ENSG00000131373	Q9UJ83	578	0
ENSG00000196510	Q9UJX3	565	0
ENSG00000011243	Q9ULX6	646	0
ENSG00000108551	Q9Y272	281	0
ENSG00000183520	Q9Y3A2	253	0
ENSG00000183379	A6NDD5	238	0
ENSG00000274600	A6NNM3	1639	0
ENSG00000226174	C9J3V5	150	0
ENSG00000117713	O14497	2285	1
ENSG00000004777	O14559	1287	0
ENSG00000074755	O43149	2961	0
ENSG00000158691	O43309	611	0
ENSG00000198901	O43663	620	0
ENSG00000230989	O75506	76	1
ENSG00000166509	O75596	197	0
ENSG00000197971	P02686	304	0
ENSG00000198763	P03891	347	0
ENSG00000136872	P05062	364	0
ENSG00000115386	P05451	166	0
ENSG00000285720	P0DV73	464	0
ENSG00000104432	P13232	177	0
ENSG00000092820	P15311	586	0
ENSG00000167377	P17027	643	0
ENSG00000106261	P17029	563	1
ENSG00000276051	P17693	338	0
ENSG00000124181	P19174	1290	1
ENSG00000162692	P19320	739	0
ENSG00000188372	P21754	424	0
ENSG00000213139	P22914	178	0
ENSG00000101335	P24844	172	0
ENSG00000041357	P25789	261	0
ENSG00000240065	P28065	219	0
ENSG00000135577	P28336	390	0
ENSG00000111276	P46527	198	1
ENSG00000198049	P47901	424	0
ENSG00000115252	P54750	535	0
ENSG00000164251	P55085	397	0
ENSG00000102967	Q02127	395	0
ENSG00000171132	Q02156	737	0
ENSG00000106128	Q02643	423	0
ENSG00000283714	Q0P670	501	0
ENSG00000151239	Q12792	350	0
ENSG00000106113	Q13324	411	0
ENSG00000204217	Q13873	1038	0
ENSG00000049449	Q15293	331	1
ENSG00000281877	Q15418	735	0
ENSG00000115875	Q16629	238	0
ENSG00000160094	Q5T0B9	420	0
ENSG00000183831	Q5TZF3	266	0
ENSG00000143353	Q5VWZ2	237	0
ENSG00000114796	Q6TFL4	600	0
ENSG00000170439	Q6UX53	244	0
ENSG00000092929	Q70J99	1090	0
ENSG00000180938	Q7Z3I7	529	0
ENSG00000171877	Q7Z6J6	570	0
ENSG00000197177	Q86SQ6	560	0
ENSG00000262347	Q8IUG1	167	0
ENSG00000181826	Q8IUW5	271	0
ENSG00000196739	Q8IZC6	1860	0
ENSG00000119943	Q8N2H3	581	0
ENSG00000198482	Q8N4W9	903	0
ENSG00000262217	Q8N695	610	0
ENSG00000177225	Q8NB37	220	1
ENSG00000163719	Q8NCE2	650	0
ENSG00000177186	Q8NG81	312	0
ENSG00000176299	Q8NGD0	313	0
ENSG00000181939	Q8NGM1	316	0
ENSG00000108018	Q8WY21	1168	0
ENSG00000196535	Q92614	2054	0
ENSG00000129473	Q92843	193	1
ENSG00000124104	Q969T3	373	0
ENSG00000145414	Q96HR8	494	0
ENSG00000167311	Q96L15	291	0
ENSG00000275272	Q96MU7	727	0
ENSG00000164161	Q96QV1	700	0
ENSG00000156574	Q96S42	347	0
ENSG00000125363	Q99217	191	0
ENSG00000128683	Q99259	594	0
ENSG00000147955	Q99720	223	0
ENSG00000181938	Q9BRX5	216	0
ENSG00000131351	Q9BT25	410	0
ENSG00000183615	Q9BTA0	163	0
ENSG00000171159	Q9BUW7	83	1
ENSG00000166579	Q9GZM8	345	0
ENSG00000107960	Q9H668	368	0
ENSG00000107679	Q9HB21	404	0
ENSG00000167566	Q9HCH0	1334	0
ENSG00000101901	Q9NP73	1137	0
ENSG00000167775	Q9NPF0	282	1
ENSG00000187531	Q9NRC8	400	0
ENSG00000138430	Q9NTK5	396	0
ENSG00000165682	Q9P126	229	0
ENSG00000163666	Q9UBX0	185	0
ENSG00000237703	Q9UDY6	481	0
ENSG00000172940	Q9Y226	551	0
ENSG00000124406	Q9Y2Q0	1164	0
ENSG00000100092	Q9Y3L3	701	0
ENSG00000185313	Q9Y5Y9	1956	0
ENSG00000118162	Q9Y664	436	0
ENSG00000157999	A6NGH8	418	0
ENSG00000214891	A6NLI5	450	0
ENSG00000133111	O00287	272	0
ENSG00000004975	O14641	736	1
ENSG00000170899	O15217	222	0
ENSG00000139726	O43583	198	1
ENSG00000168806	O60294	686	0
ENSG00000156970	O60566	1050	0
ENSG00000277429	O75920	110	0
ENSG00000100767	O95428	1278	0
ENSG00000116194	O95841	491	0
ENSG00000125730	P01024	1663	0
ENSG00000249693	P0DJG4	465	0
ENSG00000103876	P16930	419	0
ENSG00000142166	P17181	557	0
ENSG00000159176	P21291	193	0
ENSG00000105568	P30153	589	1
ENSG00000100983	P48637	474	0
ENSG00000103035	P51665	324	1
ENSG00000145879	P58062	85	0
ENSG00000205670	P58511	58	1
ENSG00000197381	P78563	741	0
ENSG00000196091	Q00872	1141	0
ENSG00000043462	Q13094	533	0
ENSG00000137440	Q14512	234	0
ENSG00000148702	Q14520	560	0
ENSG00000064012	Q14790	479	0
ENSG00000112769	Q16363	1823	0
ENSG00000186051	Q16559	108	0
ENSG00000140274	Q1HG44	320	0
ENSG00000162944	Q52LD8	501	0
ENSG00000204271	Q5JUX0	258	0
ENSG00000165138	Q68DC2	871	0
ENSG00000165555	Q6NXP6	359	0
ENSG00000156802	Q6PL18	1390	0
ENSG00000163328	Q7Z3F1	870	0
ENSG00000122257	Q7Z6E9	1792	0
ENSG00000158604	Q7Z7H5	227	1
ENSG00000109586	Q86SF2	657	0
ENSG00000078177	Q86UW6	1770	0
ENSG00000177932	Q86Y25	554	0
ENSG00000187024	Q86Y79	214	0
ENSG00000156345	Q8IZL9	346	0
ENSG00000130764	Q8N1G4	583	1
ENSG00000157703	Q8N434	492	0
ENSG00000167646	Q8N9W5	541	0
ENSG00000107249	Q8NEA6	775	0
ENSG00000165650	Q8NEN9	1154	0
ENSG00000161692	Q8NFT6	615	0
ENSG00000155249	Q8NGD4	311	0
ENSG00000125676	Q8NI27	1593	0
ENSG00000186074	Q8TDQ1	290	0
ENSG00000172830	Q8TE77	659	0
ENSG00000101639	Q8TEP8	2537	0
ENSG00000198252	Q8WUJ0	223	0
ENSG00000158552	Q8WV99	257	0
ENSG00000152611	Q8WWF8	208	0
ENSG00000284922	Q8WZ04	291	0
ENSG00000113532	Q92187	359	0
ENSG00000148411	Q96BF6	587	0
ENSG00000185621	Q96KR4	647	0
ENSG00000156172	Q96NL8	207	0
ENSG00000188234	Q96P64	663	0
ENSG00000163743	Q96PM5	261	0
ENSG00000072756	Q96Q11	434	0
ENSG00000073737	Q9BPW9	319	0
ENSG00000163686	Q9BV23	337	0
ENSG00000127774	Q9BV81	110	1
ENSG00000122783	Q9BWK5	157	0
ENSG00000198443	Q9BYQ7	146	0
ENSG00000149115	Q9C0C2	1729	0
ENSG00000063127	Q9GZN6	736	0
ENSG00000180739	Q9H228	398	0
ENSG00000161921	Q9H2A7	254	0
ENSG00000108001	Q9H4W6	596	0
ENSG00000226887	Q9H9K5	563	0
ENSG00000240857	Q9HBH5	336	1
ENSG00000159592	Q9HC44	474	0
ENSG00000162437	Q9HCJ3	691	0
ENSG00000110011	Q9NNZ3	241	1
ENSG00000148737	Q9NQB0	619	0
ENSG00000196505	Q9NXN4	497	0
ENSG00000133265	Q9NZL4	359	0
ENSG00000133027	Q9UBM1	199	0
ENSG00000122008	Q9UBT6	870	0
ENSG00000135269	Q9UGI8	421	0
ENSG00000183230	Q9UI47	895	0
ENSG00000102699	Q9UKK3	1724	0
ENSG00000130167	Q9UKR8	245	0
ENSG00000260916	Q9ULG6	757	0
ENSG00000097033	Q9Y371	365	1
ENSG00000100726	Q9Y4R8	837	1
ENSG00000147684	Q9Y6M9	179	1
ENSG00000186472	Q9Y6V0	5142	0
ENSG00000286105	A0A494BZU4	170	0
ENSG00000288316	A0A5F9ZH88	199	0
ENSG00000206538	A8MV65	326	0
ENSG00000257115	B2RN74	326	0
ENSG00000222009	C9JJ37	291	0
ENSG00000257704	C9JVW0	142	0
ENSG00000233056	M5A8F1	160	0
ENSG00000064490	O14593	260	0
ENSG00000116237	O60725	284	1
ENSG00000100150	O75140	1603	0
ENSG00000243725	O95801	387	0
ENSG00000165704	P00492	218	0
ENSG00000196611	P03956	469	0
ENSG00000186832	P08779	473	0
ENSG00000127831	P09327	827	0
ENSG00000137992	P11182	482	0
ENSG00000005893	P13473	410	1
ENSG00000180353	P14317	486	0
ENSG00000114771	P22760	399	0
ENSG00000063244	P26368	475	1
ENSG00000128928	P26440	426	0
ENSG00000165195	P37287	484	0
ENSG00000100401	P46060	587	1
ENSG00000166736	P46098	478	0
ENSG00000159110	P48551	515	0
ENSG00000174885	P59044	892	0
ENSG00000272804	P60409	370	0
ENSG00000111262	Q09470	495	0
ENSG00000178105	Q13206	875	0
ENSG00000131378	Q14699	578	0
ENSG00000147140	Q15233	471	1
ENSG00000129673	Q16613	207	0
ENSG00000112893	Q16706	1144	0
ENSG00000120051	Q5T655	872	0
ENSG00000187753	Q5TBE3	101	0
ENSG00000169876	Q685J3	4493	0
ENSG00000103494	Q68CZ1	1315	0
ENSG00000164684	Q6ZNC4	412	0
ENSG00000019505	Q7L8C5	426	0
ENSG00000173908	Q7Z3Y7	464	0
ENSG00000189182	Q7Z794	578	0
ENSG00000176371	Q7Z7L9	614	0
ENSG00000185246	Q86UA1	669	0
ENSG00000186854	Q86V40	505	0
ENSG00000168843	Q8N475	847	0
ENSG00000166046	Q8N4U5	519	0
ENSG00000120279	Q8N699	235	0
ENSG00000172421	Q8N7B9	438	0
ENSG00000164620	Q8NC24	303	0
ENSG00000163050	Q8NI60	647	0
ENSG00000164610	Q8TA86	221	1
ENSG00000181026	Q8WTP8	325	0
ENSG00000064999	Q92625	1134	1
ENSG00000100429	Q969S8	669	0
ENSG00000167858	Q969V4	418	0
ENSG00000166451	Q96H22	339	0
ENSG00000132330	Q96I15	445	0
ENSG00000096654	Q99676	751	0
ENSG00000100749	Q99986	396	0
ENSG00000123179	Q9BY08	206	0
ENSG00000090674	Q9GZU1	580	0
ENSG00000177613	Q9H0L4	616	0
ENSG00000117475	Q9H2G9	400	0
ENSG00000128228	Q9HCN8	221	0
ENSG00000177692	Q9NX36	388	0
ENSG00000167380	Q9NYT6	803	0
ENSG00000167191	Q9NZH0	403	0
ENSG00000109689	Q9P246	746	0
ENSG00000112406	Q9UBI9	543	0
ENSG00000023516	Q9UKA4	1901	0
ENSG00000139985	Q9UKJ8	722	0
ENSG00000136141	Q9Y2L9	728	0
ENSG00000122859	Q9Y4Z2	214	0
ENSG00000100575	Q9Y5J7	89	0
ENSG00000235118	A0A1B0GTK4	181	0
ENSG00000188522	A6ND36	823	0
ENSG00000112320	A7XYQ1	873	0
ENSG00000188070	C9JLR9	678	0
ENSG00000184113	O00501	218	0
ENSG00000198574	O14796	132	0
ENSG00000135569	O14804	337	0
ENSG00000105967	O14948	347	0
ENSG00000114770	O15440	1437	0
ENSG00000145495	O60337	910	0
ENSG00000103549	O75150	1001	0
ENSG00000096264	O95944	276	0
ENSG00000106804	P01031	1676	0
ENSG00000107447	P04053	509	0
ENSG00000163283	P05187	535	0
ENSG00000163815	P05452	202	0
ENSG00000104957	P13994	396	0
ENSG00000152661	P17302	382	0
ENSG00000172216	P17676	345	0
ENSG00000101608	P19105	171	1
ENSG00000137101	P21854	359	0
ENSG00000131462	P23258	451	1
ENSG00000100804	P28074	263	1
ENSG00000158825	P32320	146	0
ENSG00000164615	P49069	296	1
ENSG00000185149	P49146	381	0
ENSG00000141232	P50616	345	0
ENSG00000154721	P57087	298	0
ENSG00000284881	P60022	68	0
ENSG00000196570	P60673	137	0
ENSG00000079435	Q05469	1076	0
ENSG00000019186	Q07973	514	0
ENSG00000171634	Q12830	3046	0
ENSG00000071859	Q14320	339	1
ENSG00000137507	Q14392	662	0
ENSG00000005882	Q15119	407	0
ENSG00000175387	Q15796	467	1
ENSG00000187005	Q3LI58	79	0
ENSG00000177673	Q53QW1	395	0
ENSG00000128487	Q5M775	1068	0
ENSG00000178217	Q5SQS7	431	0
ENSG00000178922	Q5T013	277	0
ENSG00000185966	Q5T5B0	92	0
ENSG00000123472	Q5TC12	328	1
ENSG00000108375	Q68DV7	783	0
ENSG00000288353	Q68EM7	881	0
ENSG00000177469	Q6NZI2	390	0
ENSG00000271425	Q6P3W6	3795	0
ENSG00000197745	Q6XE38	83	0
ENSG00000167733	Q7Z5J1	315	0
ENSG00000185924	Q86UN2	441	0
ENSG00000271601	Q8IVB5	337	0
ENSG00000182154	Q8IXM3	137	1
ENSG00000153294	Q8IZF3	695	0
ENSG00000133104	Q8N0X7	666	0
ENSG00000181472	Q8N680	514	0
ENSG00000152154	Q8NBL3	297	0
ENSG00000196323	Q8NCP5	570	0
ENSG00000131650	Q8NCW0	462	0
ENSG00000163877	Q8TAD8	396	0
ENSG00000198464	Q8WV37	535	0
ENSG00000136738	Q92783	540	0
ENSG00000273936	Q92956	283	0
ENSG00000162739	Q96DU3	332	0
ENSG00000056487	Q96EK2	531	0
ENSG00000182118	Q96GI7	184	0
ENSG00000131591	Q96HA4	380	0
ENSG00000198028	Q96MR9	790	0
ENSG00000276935	Q96N66	472	0
ENSG00000138867	Q96NT3	240	0
ENSG00000239306	Q96PK6	669	1
ENSG00000135698	Q99547	160	0
ENSG00000104356	Q99575	1024	0
ENSG00000118473	Q9BQI5	828	0
ENSG00000184277	Q9BRN9	247	1
ENSG00000095383	Q9BYX2	928	0
ENSG00000071991	Q9H159	772	0
ENSG00000180305	Q9H1F0	79	0
ENSG00000128694	Q9H4B0	414	0
ENSG00000184434	Q9H756	370	0
ENSG00000134014	Q9H9T3	547	0
ENSG00000127125	Q9HAB8	311	0
ENSG00000163913	Q9HBG6	1241	0
ENSG00000139725	Q9HBH0	211	0
ENSG00000149313	Q9NRN7	309	1
ENSG00000180818	Q9NYD6	342	0
ENSG00000156011	Q9NYI0	1048	0
ENSG00000284862	Q9UFE4	941	0
ENSG00000197417	Q9UHJ6	478	0
ENSG00000132912	Q9UJW0	460	1
ENSG00000158435	Q9UKZ1	510	1
ENSG00000100266	Q9UNF0	486	1
ENSG00000011454	Q9Y3P9	1069	1
ENSG00000198752	Q9Y5S2	1711	1
ENSG00000260802	A0A1B0GWG4	90	0
ENSG00000284169	A0A1W2PRS3	199	0
ENSG00000221986	A2RUH7	354	0
ENSG00000186212	A6NEL2	793	0
ENSG00000205858	A6NJI9	287	0
ENSG00000235098	E5RJM6	399	0
ENSG00000112357	O00628	323	0
ENSG00000152092	O14525	1302	0
ENSG00000166398	O15063	1070	0
ENSG00000156140	O15072	1205	0
ENSG00000104320	O60934	754	0
ENSG00000108010	O76003	335	1
ENSG00000197124	O95780	498	0
ENSG00000108231	O95970	557	0
ENSG00000109846	P02511	175	0
ENSG00000220201	P0C6A0	273	0
ENSG00000136488	P0DML2	217	0
ENSG00000276155	P10636	758	0
ENSG00000092054	P12883	1935	0
ENSG00000197933	P16415	610	0
ENSG00000167751	P20151	261	0
ENSG00000105675	P20648	1035	0
ENSG00000118432	P21554	472	0
ENSG00000148965	P35542	130	0
ENSG00000136381	P48200	963	0
ENSG00000114859	P51788	898	0
ENSG00000176293	P52742	658	0
ENSG00000109471	P60568	153	0
ENSG00000234278	P86478	221	0
ENSG00000083444	Q02809	727	1
ENSG00000288325	Q13227	327	0
ENSG00000119138	Q13886	244	0
ENSG00000177854	Q14656	261	0
ENSG00000108883	Q15029	972	0
ENSG00000116044	Q16236	605	0
ENSG00000213088	Q16570	336	0
